date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:17	2824/2824	---M-Z	200	added ('OK')	text/css	etag:%22b08-69b7dc2f-236e6f328ba6d43d;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/post-9.css?ver=1773657135	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/post-978ef.css	(from https://utopia.com.vn/)
23:06:18	89220/89220	---M-Z	200	added ('OK')	text/css	etag:%22620188b3-468e%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css?ver=6.0.0	C:/My%20Web%20Sites/Utopia/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.minaf8e.css	(from https://utopia.com.vn/)
23:06:18	2445/2445	---M-Z	200	added ('OK')	text/css	etag:%2298d-6822d7fd-1ec1fbbf9445f65b;gz%22	https://utopia.com.vn/wp-content/themes/hello-elementor/css/utopia-video-gallery.css?ver=6.9.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/themes/hello-elementor/css/utopia-video-galleryb34e.css	(from https://utopia.com.vn/)
23:06:18	51141/51141	---M-Z	200	added ('OK')	text/css	etag:%22c7c5-686b85dc-34a1de0386220776;gz%22	https://utopia.com.vn/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.min.css?ver=2.3.75	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.min736c.css	(from https://utopia.com.vn/)
23:06:18	26855/26855	---M-Z	200	added ('OK')	text/css	etag:%2268e7-69b7dc2f-875e58cffcad34e2;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.min.css?ver=1773657135	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.min78ef.css	(from https://utopia.com.vn/)
23:06:19	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-681ca269-f8fe55189b7c2010;;;%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-image.min89ce.css	(from https://utopia.com.vn/)
23:06:19	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-681ca269-58c5fcfeeb55ec71;gz%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-heading.min89ce.css	(from https://utopia.com.vn/)
23:06:19	10297/10297	---M-Z	200	added ('OK')	text/css	etag:%222839-69b7dc2f-ad17c0046d6f25fb;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/custom-widget-icon-list.min.css?ver=1773657135	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/custom-widget-icon-list.min78ef.css	(from https://utopia.com.vn/)
23:06:19	4298/4298	---M-Z	200	added ('OK')	text/css	etag:%2210ca-681ca269-c5b4dd2241b5a9b4;gz%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-divider.min89ce.css	(from https://utopia.com.vn/)
23:06:20	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-681ca269-e3cb50a224f625ba;gz%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-social-icons.min89ce.css	(from https://utopia.com.vn/)
23:06:20	7025/7025	---M-Z	200	added ('OK')	text/css	etag:%221b71-69b7dc2f-4da00de889b40475;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1773657135	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/custom-apple-webkit.min78ef.css	(from https://utopia.com.vn/)
23:06:20	77/77	---M--	200	added ('OK')	text/css	etag:%224d-681ca269-852d737da48c9c68;;;%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min89ce.css	(from https://utopia.com.vn/)
23:06:20	130/130	---M--	200	added ('OK')	text/css	etag:%2282-681ca269-16270d7723223770;;;%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min89ce.css	(from https://utopia.com.vn/)
23:06:20	1283/1283	---M-Z	200	added ('OK')	text/css	etag:%22503-681ca269-e60ee7348ba75f53;gz%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/css/widget-video.min89ce.css	(from https://utopia.com.vn/)
23:06:21	139/139	---M--	200	added ('OK')	text/css	etag:%228b-681ca269-8c8c1cd5aeb0a505;;;%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min89ce.css	(from https://utopia.com.vn/)
23:06:21	137/137	---M--	200	added ('OK')	text/css	etag:%2289-681ca269-6c403dfa12be2b5e;;;%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min89ce.css	(from https://utopia.com.vn/)
23:06:21	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-681ca269-fb37082020c5d4f4;gz%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://utopia.com.vn/)
23:06:21	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22156e-681ca269-f23382cf102bceb5;gz%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min89ce.css	(from https://utopia.com.vn/)
23:06:21	9723/9723	---M-Z	200	added ('OK')	text/css	etag:%2225fb-681ca49f-c661119e65be91b6;gz%22	https://utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min89ce.css	(from https://utopia.com.vn/)
23:06:22	137/137	---M--	200	added ('OK')	text/css	etag:%2289-681ca269-efdf86f7d0f548d5;;;%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min89ce.css	(from https://utopia.com.vn/)
23:06:22	106/106	---M--	200	added ('OK')	text/css	etag:%226a-681ca269-9c0a81c9e5e66ff3;;;%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min89ce.css	(from https://utopia.com.vn/)
23:06:22	208/208	---M--	200	added ('OK')	text/css	etag:%22d0-681ca49f-305f010c547741ca;;;%22	https://utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/widget-loop-common.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/widget-loop-common.min89ce.css	(from https://utopia.com.vn/)
23:06:22	13174/13174	---M-Z	200	added ('OK')	text/css	etag:%223376-69b7dc2f-c21179690936dfc8;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/custom-pro-widget-loop-grid.min.css?ver=1773657135	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/custom-pro-widget-loop-grid.min78ef.css	(from https://utopia.com.vn/)
23:06:23	127423/127423	---M-Z	200	added ('OK')	text/css	etag:%221f1bf-69b7dc32-5acdc44a48b1a25a;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/post-6.css?ver=1773657138	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/post-6c303.css	(from https://utopia.com.vn/)
23:06:23	21958/21958	---M-Z	200	added ('OK')	text/css	etag:%2255c6-69b7dc32-ffb7b25f01787843;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/post-10.css?ver=1773657138	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/post-10c303.css	(from https://utopia.com.vn/)
23:06:23	16676/16676	---M-Z	200	added ('OK')	text/css	etag:%224124-69b7dc32-a3c55fd0744fd026;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/post-25.css?ver=1773657138	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/post-25c303.css	(from https://utopia.com.vn/)
23:06:23	21085/21085	---M-Z	200	added ('OK')	text/css	etag:%22525d-682c1f0e-a654f21564f65342;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/cormorantgaramond.css?ver=1746708429	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/cormorantgaramonddebc.css	(from https://utopia.com.vn/)
23:06:23	1263/1263	---M-Z	200	added ('OK')	text/css	etag:%224ef-682cabb9-280408a7ce8545ed;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/alata.css?ver=1746708674	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/alata3a74.css	(from https://utopia.com.vn/)
23:06:24	27087/27087	---M-Z	200	added ('OK')	text/css	etag:%2269cf-682c1ead-483d0e7f9a0c82a0;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/sarabun.css?ver=1746708445	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/sarabunbcbc.css	(from https://utopia.com.vn/)
23:06:24	1263/1263	---M-Z	200	added ('OK')	text/css	etag:%224ef-682c1f32-26fdd1087556928d;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/anton.css?ver=1746708605	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/google-fonts/css/antone1a2.css	(from https://utopia.com.vn/)
23:06:24	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-682beaf1-d011be8a473168dc;gz%22	https://utopia.com.vn/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-includes/js/jquery/jquery.minf43b.js	(from https://utopia.com.vn/)
23:06:24	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-682beaf1-8282288757d7f66d;gz%22	https://utopia.com.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://utopia.com.vn/)
23:06:25	464525/464525	---M--	200	added ('OK')	application/json	etag:%22156851-1773743935;;;%22	https://utopia.com.vn/index.php/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/Utopia/utopia.com.vn/index.php/wp-json/wp/v2/pages/6.json	(from https://utopia.com.vn/)
23:06:25	1242/1242	---M--	403	error ('Forbidden')	text/html	date:Tue,%2017%20Mar%202026%2016:06:14%20GMT	https://utopia.com.vn/xmlrpc.php?rsd	C:/My%20Web%20Sites/Utopia/utopia.com.vn/xmlrpc.270db0.delayed	(from https://utopia.com.vn/)
23:06:25	347738/347738	---M--	200	added ('OK')	application/json	etag:%22156850-1773743934;;;%22	https://utopia.com.vn/index.php/wp-json/	C:/My%20Web%20Sites/Utopia/utopia.com.vn/index.php/wp-json/index.html	(from https://utopia.com.vn/)
23:06:25	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2017%20Mar%202026%2016:06:15%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Utopia/www.googletagmanager.com/gtm.285445.delayed	(from https://utopia.com.vn/)
23:06:25	2266/2266	---M--	200	added ('OK')	image/png	etag:%228da-6861e909-8b59541e64c35beb;;;%22	https://utopia.com.vn/wp-content/uploads/2025/06/cropped-Asset-1-1-32x32.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/06/cropped-Asset-1-1-32x32.png	(from https://utopia.com.vn/)
23:06:26	31412/31412	---M--	200	added ('OK')	image/png	etag:%227ab4-6861e909-d8c434f0bfe5951f;;;%22	https://utopia.com.vn/wp-content/uploads/2025/06/cropped-Asset-1-1-192x192.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/06/cropped-Asset-1-1-192x192.png	(from https://utopia.com.vn/)
23:06:26	513682/513682	---M-Z	200	added ('OK')	text/html	etag:%22156828-1773699679;gz%22	https://utopia.com.vn/en/	C:/My%20Web%20Sites/Utopia/utopia.com.vn/en/index.html	(from https://utopia.com.vn/)
23:06:26	31950/31950	---M--	200	added ('OK')	image/png	etag:%227cce-6861e909-2da37beece73c683;;;%22	https://utopia.com.vn/wp-content/uploads/2025/06/cropped-Asset-1-1-180x180.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/06/cropped-Asset-1-1-180x180.png	(from https://utopia.com.vn/)
23:06:26	19566/19566	---M-Z	200	added ('OK')	text/css	etag:%224c6e-69b7dc32-e2d47672fa9f421c;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/post-606.css?ver=1773657138	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/post-606c303.css	(from https://utopia.com.vn/)
23:06:26	10314/10314	---M-Z	200	added ('OK')	text/css	etag:%22284a-69b7dc2f-aa3a83d3f50717d1;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/custom-pro-widget-video-playlist.min.css?ver=1773657135	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/custom-pro-widget-video-playlist.min78ef.css	(from https://utopia.com.vn/)
23:06:26	5946/5946	---M-Z	200	added ('OK')	text/css	etag:%22173a-681ca49f-9ff5a265d4a64a53;gz%22	https://utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min89ce.css	(from https://utopia.com.vn/)
23:06:27	3303/3303	---M-Z	200	added ('OK')	text/css	etag:%22ce7-681ca269-379352a60ec2369c;gz%22	https://utopia.com.vn/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://utopia.com.vn/)
23:06:27	7256/7256	---M-Z	200	added ('OK')	text/css	etag:%221c58-681ca49f-e87427e730b35e51;gz%22	https://utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min.css?ver=3.28.4	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/plugins/elementor-pro/assets/css/conditionals/transitions.min89ce.css	(from https://utopia.com.vn/)
23:06:27	14845/14845	---M-Z	200	added ('OK')	text/css	etag:%2239fd-69b7dc2f-284f0a260793f02b;gz%22	https://utopia.com.vn/wp-content/uploads/elementor/css/custom-widget-nested-tabs.min.css?ver=1773657135	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/elementor/css/custom-widget-nested-tabs.min78ef.css	(from https://utopia.com.vn/)
23:06:27	15498/15498	---M--	200	added ('OK')	image/png	etag:%223c8a-681ca6ed-17ac874f4688444f;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/cropped-Vector-1.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/cropped-Vector-1.png	(from https://utopia.com.vn/)
23:06:28	229044/229044	---M--	200	added ('OK')	image/png	etag:%2237eb4-681cc908-171807526b46c61c;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/dce792ad881be4badca1831a32b2316c78d142e1-3.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/dce792ad881be4badca1831a32b2316c78d142e1-3.png	(from https://utopia.com.vn/)
23:06:28	734653/734653	---M--	200	added ('OK')	image/jpeg	etag:%22b35bd-688b28c1-12e51c6d58e4f665;;;%22	https://utopia.com.vn/wp-content/uploads/2025/07/UVR-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/07/UVR-scaled.jpg	(from https://utopia.com.vn/)
23:06:28	496069/496069	---M--	200	added ('OK')	image/jpeg	etag:%22791c5-6875f3b4-6ac5679abc75f36d;;;%22	https://utopia.com.vn/wp-content/uploads/2025/07/2025.07.14-UVR_Ban-do-di-chuyen-4-in-1-04-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/07/2025.07.14-UVR_Ban-do-di-chuyen-4-in-1-04-scaled.jpg	(from https://utopia.com.vn/)
23:06:28	582753/582753	---M--	200	added ('OK')	image/jpeg	etag:%228e461-688b2a16-e6244d8fc61b3504;;;%22	https://utopia.com.vn/wp-content/uploads/2025/07/View-4_FIX_A-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/07/View-4_FIX_A-scaled.jpg	(from https://utopia.com.vn/)
23:06:28	8516197/8516197	---M--	200	added ('OK')	image/png	etag:%2281f265-69afb61a-a9ea6492d32b2b27;;;%22	https://utopia.com.vn/wp-content/uploads/2026/03/25.12.3-UTOPIA-scaled.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2026/03/25.12.3-UTOPIA-scaled.png	(from https://utopia.com.vn/)
23:06:29	1069721/1069721	---M--	200	added ('OK')	image/jpeg	etag:%22105299-68638d4f-9f7d8a12e95c209d;;;%22	https://utopia.com.vn/wp-content/uploads/2025/07/03-SHOPHOUSE-2-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/07/03-SHOPHOUSE-2-scaled.jpg	(from https://utopia.com.vn/)
23:06:29	524695/524695	---M--	200	added ('OK')	image/jpeg	etag:%2280197-681cded6-b34ad6e9550e9ce2;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/92ac5be5b157cb828149d7c41d7f66167203597d.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/92ac5be5b157cb828149d7c41d7f66167203597d.jpg	(from https://utopia.com.vn/)
23:06:31	562380/562380	---M--	200	added ('OK')	image/jpeg	etag:%22894cc-6889a0fa-1d3682f5bd11ce7d;;;%22	https://utopia.com.vn/wp-content/uploads/2025/07/View-5_FIX-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/07/View-5_FIX-scaled.jpg	(from https://utopia.com.vn/)
23:06:31	5126780/5126780	---M--	200	added ('OK')	image/png	etag:%224e3a7c-681cdeda-6b638cfd7a9a3893;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/4f56ad0173023aad63a92a4cfa2f79ce9b485483.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/4f56ad0173023aad63a92a4cfa2f79ce9b485483.png	(from https://utopia.com.vn/)
23:06:31	926064/926064	---M--	200	added ('OK')	image/jpeg	etag:%22e2170-688b2aa1-c9f2d08e4f4cdbf0;;;%22	https://utopia.com.vn/wp-content/uploads/2025/07/View-7_FIX-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/07/View-7_FIX-scaled.jpg	(from https://utopia.com.vn/)
23:06:31	1200663/1200663	---M--	200	added ('OK')	image/jpeg	etag:%22125217-6889a44a-43080d88da6111e6;;;%22	https://utopia.com.vn/wp-content/uploads/2025/07/PTLDB_DV07-View09-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/07/PTLDB_DV07-View09-scaled.jpg	(from https://utopia.com.vn/)
23:06:31	1025015/1025015	---M--	200	added ('OK')	image/jpeg	etag:%22fa3f7-681cd59d-c64837d102df7825;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/24632a38fd3a9d24f40823aba3fcf52a811ba8c6-1.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/24632a38fd3a9d24f40823aba3fcf52a811ba8c6-1.jpg	(from https://utopia.com.vn/)
23:06:31	6029166/6029166	---M--	200	added ('OK')	image/png	etag:%225bff6e-681cdebe-f016e1e5233debf3;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/871245325792f8b553d1dcc0a69767ce37bcd671.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/871245325792f8b553d1dcc0a69767ce37bcd671.png	(from https://utopia.com.vn/)
23:06:32	968540/968540	---M--	200	added ('OK')	image/jpeg	etag:%22ec75c-681caec4-511ed37b1b9e452a;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/b4a4cd1bae748ca8ab939f3e8bd77e06d330b83c-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/b4a4cd1bae748ca8ab939f3e8bd77e06d330b83c-scaled.jpg	(from https://utopia.com.vn/)
23:06:32	4882770/4882770	---M--	200	added ('OK')	image/png	etag:%224a8152-681cdecf-7dca83077ba9b3f;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/79e560579d2c18af80e2555ad37a83455e314b71.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/79e560579d2c18af80e2555ad37a83455e314b71.png	(from https://utopia.com.vn/)
23:06:32	1476619/1476619	---M--	200	added ('OK')	image/jpeg	etag:%2216880b-6821930f-76d3c8f207956503;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/Scene-8_2-scaled.jpg	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/Scene-8_2-scaled.jpg	(from https://utopia.com.vn/)
23:06:32	1881561/1881561	---M--	200	added ('OK')	image/png	etag:%221cb5d9-681ea15a-ceac71e4b49eaee5;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/b13b1ed65ba92e7539e207d35d7b063ead010971-e1746837849321.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/b13b1ed65ba92e7539e207d35d7b063ead010971-e1746837849321.png	(from https://utopia.com.vn/)
23:06:32	7199990/7199990	---M--	200	added ('OK')	image/png	etag:%226ddcf6-681cdeb8-f7456529b0d1785;;;%22	https://utopia.com.vn/wp-content/uploads/2025/05/929cf7e06892b38bde7b19261f2be78ac32abd73.png	C:/My%20Web%20Sites/Utopia/utopia.com.vn/wp-content/uploads/2025/05/929cf7e06892b38bde7b19261f2be78ac32abd73.png	(from https://utopia.com.vn/)
23:06:33	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/Utopia/code.jquery.com/jquery-3.6.0.min.js	(from https://utopia.com.vn/)
